"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"MECCOM","meccom",1981,NA,NA,NA,NA,"191","meccomindustrial.com",NA,"$44.2M","Clinton Township, Michigan","Private",NA,"Y",NA,NA,"Royal Rubber","WARCO","Artemis Rubber Technology","Wttool","Toolmax Industrial Supply","Gcomx","Hall Industrial Publicity",NA,NA,NA,"No information on Crunchbase"
"PennWell","pennwell-corporation",1910,NA,NA,"2018-04-03","clarion-events","550","pennwell.com",NA,"$170M","Tulsa, Oklahoma","Private",NA,"Clarion Events Limited",NA,NA,"CRAIN","BNP media","1105 MEDIA","Argus","Hart Energy","Penton","Greentech Media","Pv Magazine",NA,NA,NA
"IMS Cloud","ims-cloud",2008,"2008-12",NA,NA,NA,"10","imscloud.com",NA,NA,"Redwood City, California","Private",NA,"Y",NA,NA,"ACCESS INTELLIGENCE","Fletcher/CSI","Geoblink","CRAIN","Aurora WDC","Proactive","Maia Strategy","Cipher",NA,NA,"No information on Crunchbase"
"1105 MEDIA","1105-media-inc",2006,NA,NA,NA,NA,"163","1105media.com",NA,"$50M","Chatsworth, California","Private",NA,"Y",NA,NA,"TrustRadius","Lattice","MarketOne","Software Advice","G2 Crowd","Capterra","IT Central Station","Trustpilot",NA,NA,NA
"QUESTEX","questex",2005,NA,NA,"2014-09-17","shamrock-capital-advisors","225","questex.com",NA,"$27.5M","Auburndale, Massachusetts","Private",NA,"Shamrock Capital Advisors, LLC",NA,NA,"Haymarket","Alpha Grid","Phocus Wright","WATT Global Media","Cox Media Group","Journal Multimedia","NEWS CYCLE","Tilling Productions",NA,NA,NA
"CAREERBUILDER","careerbuilder-com",1995,NA,NA,"2017-06-19","apollo-global-management-llc","2,488","careerbuilder.com",NA,"$349.8M","Chicago, Illinois","Private",NA,"Apollo Global Management LLC",NA,NA,"ZipRecruiter","indeed","Jobs2Careers","Dice","Glassdoor","MONSTER","LinkedIn","HIRED",NA,NA,NA
"Glassdoor","glassdoor",2007,"2007-06",NA,"2018-05-08","recruit-holdings-3","135","glassdoor.com","$201.6M","$100M","Mill Valley, California","Private",NA,"Recruit Holdings Co., Ltd.",NA,NA,"Microsoft","SAP","SAMSUNG","IBM","Apple","Oracle","HP","SONY",NA,NA,NA
"ZipRecruiter","ziprecruiter",2010,"2010-03-01",NA,NA,NA,"479","ziprecruiter.com","$113M","$50M","Santa Monica, California","Private",NA,"Y",NA,NA,"MONSTER","Glassdoor","JobScore","Dice","indeed","LinkedIn","CAREERBUILDER","Buzz Vertical",NA,NA,NA
"indeed","indeed",2004,"2004-11-01",NA,"2012-10-01","recruit","2,176","indeed.com","$5M","$747.5M","Austin, Texas","Private",NA,"Recruit Co. Ltd",NA,NA,"ZipRecruiter","Dice","CAREERBUILDER","Glassdoor","Jobs2Careers","Naukri","Randstad","LinkedIn",NA,NA,NA
"MONSTER","monster",1994,NA,NA,"2016-08-08","randstad","5,000","monster.com","$67.2M","$666.9M","Weston, Massachusetts","Private",NA,"RandstadUSA",NA,NA,"ZipRecruiter","indeed","Dice","Glassdoor","CAREERBUILDER","Jobs2Careers","Naukri","JobScore",NA,NA,NA
"HIRED","hired",2012,"2012-05-01",NA,NA,NA,"216","hired.com","$132.7M","$10M","San Francisco, California","Private",NA,"Y",NA,NA,"ZipRecruiter","Glassdoor","Simply Hired","Jobr","Jobs2Careers","Betts Recruiting","RecruitLoop","PiQube",NA,NA,NA
"Dice","dice-com",1990,NA,NA,NA,NA,"320","dice.com",NA,"$200M","New York, New York","Private",NA,"Dice Holdings, Inc.",NA,NA,"Kforce","Modis","Randstad","Addeco","Recruit","Insight Global","Staffmark","DISYS",NA,NA,NA
"Simply Hired","simply-hired",2004,"2004-05-01",NA,"2016-07-01","recruit","150","simplyhired.com","$33.1M","$30M","Mountain View, California","Private",NA,"Recruit Holdings Co.,Ltd.",NA,NA,"Propellum","ZipRecruiter","MONSTER","Glassdoor","JobScore","Dice","LinkedIn","indeed",NA,NA,NA
"Facebook","facebook",2004,"2004-02-04",NA,NA,NA,"25,105","facebook.com","$2.3B","$48.5B","Menlo Park, California","Public","2012-05-18","Y","NASDAQ","FB","Google","Microsoft","Apple","Twitter","Pinterest","YouTube","LinkedIn","Snap Inc.",NA,NA,NA
